LFQ intensity delta10G-1-3h	LFQ intensity delta10G-2-3h	LFQ intensity delta10G-3-3h	LFQ intensity wt-1-3h	LFQ intensity wt-2-3h	LFQ intensity wt-3-3h	Protein names	Gene names
28.60428	28.61551	29.02784	28.29202	28.4696	29.08864	Beta-galactosidase	lacZ
29.64523	29.79695	29.98726	29.82423	30.2712	30.28527	Chromosomal replication initiator protein DnaA	dnaA
32.15907	32.39197	32.33519	32.31926	32.28411	32.28923	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA
36.47171	36.58035	36.56098	36.65664	36.64501	36.63301	30S ribosomal protein S4	rpsD
30.61474	30.63962	30.34604	30.32614	30.5719	30.71432	"Fructose-1,6-bisphosphatase 1 class 2"	glpX
31.26969	31.21008	31.14819	31.14637	31.30509	31.37767	Ribosomal large subunit pseudouridine synthase C	rluC
29.86267	30.06753	30.28085	29.80546	29.87624	30.01385	Replicative DNA helicase	dnaB
32.35513	32.923	32.78688	32.76392	33.04096	32.77565	tRNA-modifying protein YgfZ	ygfZ
30.92259	30.93979	30.77447	30.33575	30.44727	30.54361	LOG family protein YgdH	ygdH
32.79134	32.79856	32.81991	32.6338	32.66036	32.82883	Signal recognition particle protein	ffh
27.84008	28.28886	28.04375	28.32676	27.91016	28.0203	Glutamate-ammonia-ligase adenylyltransferase	glnE
32.56486	32.76197	32.74691	32.73499	32.66265	32.65181	UDP-galactopyranose mutase	glf
32.18713	32.13323	32.32868	32.17694	32.19853	32.50673	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	ispG
30.22262	30.45405	30.35658	30.41931	30.45317	30.3771	Periplasmic murein peptide-binding protein	mppA
34.14293	34.49643	34.44172	34.37814	34.55956	34.67488	Outer membrane protein TolC	tolC
28.4243	28.64602	28.56696	28.45967	28.61288	28.39522	Exodeoxyribonuclease 7 large subunit	xseA
33.20929	33.30769	33.27406	33.0415	33.13603	33.23563	Peptide chain release factor 2	prfB
34.75459	35.06061	34.90625	34.75329	35.19641	34.91037	Protease 7	ompT
32.96721	33.23192	33.22949	33.33923	32.8208	33.21957	Phosphopentomutase	deoB
31.85467	31.9058	32.0415	31.8643	31.99216	32.07163	ATP-dependent RNA helicase RhlB	rhlB
33.85099	33.96525	33.51817	33.59346	33.76159	33.81297	Rod shape-determining protein MreB	mreB
33.39267	33.47484	33.39433	33.62342	33.6954	33.65267	Adenylosuccinate lyase	purB
30.37451	30.55225	30.11892	30.10737	30.24343	30.36734	"Magnesium-transporting ATPase, P-type 1"	mgtA
32.56134	32.76578	32.62788	32.47566	32.52433	32.57125	Modulator of FtsH protease HflK	hflK
26.50667	26.23717	27.58699	26.18113	26.69763	26.66587	Signal transduction histidine-protein kinase BarA	barA
31.3741	31.26729	31.41322	31.70236	32.05103	32.14197	Cystine-binding periplasmic protein	fliY
33.16109	33.45206	33.60212	33.5919	33.48448	33.44727	Cytosol non-specific dipeptidase	pepD
29.90441	30.28118	30.20256	30.1517	30.05181	29.9513	4-alpha-glucanotransferase	malQ
33.46733	33.46392	33.41349	33.31379	33.37231	33.43378	Glucans biosynthesis protein G	mdoG
29.95685	29.88835	29.37683	29.42762	29.47154	29.38	Phosphoglycerol transferase I	mdoB
36.01525	36.06604	36.24147	36.14564	36.25228	36.37949	50S ribosomal protein L3	rplC
36.15244	35.9721	35.78259	35.81096	36.01257	36.10591	50S ribosomal protein L5	rplE
28.50218	28.21984	28.81787	27.23142	27.16758	27.59527	Thiosulfate sulfurtransferase YnjE	ynjE
28.16313	28.45509	28.53745	28.29802	28.36407	28.25025	Copper-exporting P-type ATPase A	copA
35.42852	35.94146	35.79774	35.80468	36.12488	35.91064	Outer membrane protein F	ompF
29.80244	30.0457	29.9303	30.05608	30.14382	30.20105	Type-1 restriction enzyme EcoKI specificity protein	hsdS
32.1717	31.98566	32.29019	32.39772	32.3208	32.21807	Glutathione reductase	gor
36.06604	36.22866	36.50457	36.53822	36.45481	36.34361	50S ribosomal protein L1	rplA
33.45978	33.4273	33.39994	33.3013	33.41891	33.40578	S-adenosylmethionine synthase	metK
29.65514	29.70479	29.88805	29.66384	29.73657	29.70909	L-seryl-tRNA(Sec) selenium transferase	selA
34.77858	34.49554	34.8016	34.69856	34.67793	34.76722	Serine hydroxymethyltransferase	glyA
30.72127	30.8197	31.03663	30.55243	30.64796	30.89908	Transaldolase A	talA
34.68008	34.46879	34.79125	34.72624	34.64275	34.9998	Fructose-bisphosphate aldolase class 2	fbaA
33.82183	34.02474	33.98558	34.00914	33.95844	34.13469	2-amino-3-ketobutyrate coenzyme A ligase	kbl
29.50546	29.04999	29.10986	27.18433	25.4598	24.66003	Cytochrome c-552	nrfA
32.93384	32.76169	32.79531	32.6797	32.86432	32.72234	Chaperone SurA	surA
30.74847	30.56919	30.58987	30.43926	30.27153	30.28857	Hydrogenase-2 large chain	hybC
28.79597	29.05284	28.81519	28.41478	28.91875	28.67196	Penicillin-binding protein 2	mrdA
29.27073	29.98672	29.48886	29.56096	29.7345	29.59388	Peptidoglycan synthase FtsI	ftsI
32.67844	32.87994	32.95369	32.78914	32.7943	32.81768	Multidrug efflux pump subunit AcrA	acrA
32.80484	32.99675	33.11602	32.62906	32.53619	32.86861	D-alanyl-D-alanine carboxypeptidase DacA	dacA
31.64865	31.51216	31.61131	31.48745	31.4037	31.66217	Ribosomal protein S12 methylthiotransferase RimO	rimO
29.37573	29.60405	29.45397	29.34815	29.60293	29.8473	Nicotinate phosphoribosyltransferase	pncB
27.22417	27.61807	27.50028	27.14831	28.98989	27.71679	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	metE
28.55549	28.76866	28.63502	28.22702	28.68274	28.61761	ATP-dependent RNA helicase RhlE	rhlE
29.37623	29.59765	29.79982	29.42878	29.75802	29.19103	Phosphoribosylglycinamide formyltransferase 2	purT
32.95224	33.21677	33.18959	32.943	32.98961	33.1957	L-lactate dehydrogenase	lldD
30.26506	30.59983	30.41003	30.20874	30.32914	30.2814	Transketolase 2	tktB
29.85022	29.8204	29.92295	29.73412	29.90397	30.06676	Malate:quinone oxidoreductase	mqo
29.92011	29.96196	30.15894	30.29318	30.05478	30.3803	D-mannonate oxidoreductase	uxuB
29.60061	29.71298	29.78183	29.87279	29.78282	30.09157	Glucans biosynthesis protein D	mdoD
31.37301	31.61623	31.43718	31.26556	31.398	31.60377	Penicillin-binding protein activator LpoA	lpoA
32.37979	32.6916	32.68844	32.59239	32.6022	32.6659	Bifunctional protein HldE;D-beta-D-heptose 7-phosphate kinase;D-beta-D-heptose 1-phosphate adenylyltransferase	hldE
31.14449	31.03446	31.01212	30.93551	31.11954	31.17224	1-deoxy-D-xylulose-5-phosphate synthase	dxs
29.68691	30.02234	29.97828	29.75824	29.72821	29.90971	Pyruvate dehydrogenase [ubiquinone];Alpha-peptide	poxB
28.10774	29.10881	28.09356	27.96895	29.47528	29.35443	RecBCD enzyme subunit RecC	recC
32.00675	32.16537	32.03213	31.90113	32.07131	32.32499	Exodeoxyribonuclease III	xthA
29.68102	29.48719	29.56507	28.96519	29.28304	29.56982	Glycogen synthase	glgA
35.42889	35.24509	35.31659	35.54929	35.43555	35.47354	Aspartate carbamoyltransferase catalytic chain	pyrB
29.5413	29.18158	29.50881	29.22002	29.2327	29.28401	Ribonuclease G	rng
30.15448	30.01996	30.20583	30.03682	29.97241	29.78631	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	ubiD
32.56256	32.6529	32.93201	32.50448	32.68458	32.78175	Modulator of FtsH protease HflC	hflC
33.62233	33.8509	33.70058	33.60399	33.68656	33.43788	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	accA
30.63677	30.91599	30.67573	30.40436	30.53686	30.71694	Bifunctional glutathionylspermidine synthetase/amidase;Glutathionylspermidine amidase;Glutathionylspermidine synthetase	gss
32.87214	32.91723	32.88943	32.76651	32.92998	33.35126	Tyrosine--tRNA ligase	tyrS
31.96189	32.3525	32.03522	31.74767	32.04492	31.74073	Signal recognition particle receptor FtsY	ftsY
28.62537	28.67711	28.90015	28.97476	28.79328	29.08522	"Ornithine decarboxylase, constitutive"	speC
30.56256	30.17938	30.42472	30.14686	30.33692	30.71424	Asparagine synthetase B [glutamine-hydrolyzing]	asnB
31.62436	31.8653	31.96151	32.05336	32.00051	31.78982	UPF0701 protein YicC	yicC
30.45238	30.73892	30.65847	30.53027	30.51098	30.73715	GTPase HflX	hflX
30.6952	30.96843	30.80116	30.63798	30.94489	31.20432	tRNA modification GTPase MnmE	mnmE
27.14492	27.349	27.46848	27.49419	27.45325	27.52701	Sensor protein EvgS	evgS
30.07992	30.03433	30.31883	30.1278	30.28306	30.24059	"Lead, cadmium, zinc and mercury-transporting ATPase"	zntA
30.01212	30.55783	30.62357	30.75438	30.74182	30.83786	Periplasmic pH-dependent serine endoprotease DegQ	degQ
26.20749	27.38788	27.40836	27.47437	27.97574	27.35716	"2,4-dienoyl-CoA reductase [NADPH]"	fadH
36.09185	35.9671	35.87695	35.69667	35.76384	35.56972	Malate dehydrogenase	mdh
35.00236	34.70702	34.92402	34.78936	34.6876	34.86752	Adenylate kinase	adk
27.49678	28.19136	27.94263	28.23178	28.58179	28.30852	Probable TonB-dependent receptor YncD	yncD
28.21919	27.79365	28.17907	29.0926	28.82369	28.93548	Probable deoxycholate-binding periplasmic protein YgiS	ygiS
30.8067	30.98807	30.92846	30.61114	30.95109	31.052	PTS system mannitol-specific EIICBA component;Mannitol permease IIC component;Mannitol-specific phosphotransferase enzyme IIB component;Mannitol-specific phosphotransferase enzyme IIA component	mtlA
28.61807	28.59459	28.69906	28.38566	28.48623	28.61316	"Multifunctional CCA protein;CCA-adding enzyme;2-nucleotidase;2,3-cyclic phosphodiesterase;Phosphatase"	cca
31.61768	31.54545	31.50522	31.16201	31.06811	31.51559	Gamma-glutamyl phosphate reductase	proA
33.24289	33.6564	33.57317	33.71149	33.68594	33.80135	Succinate dehydrogenase iron-sulfur subunit	sdhB
33.40527	33.4406	33.34361	33.34559	33.22058	33.35666	Phenylalanine--tRNA ligase alpha subunit	pheS
26.02557	25.86242	26.67479	27.24191	26.26082	26.09168	RecBCD enzyme subunit RecB	recB
31.66034	31.80824	32.17846	31.87016	31.82282	32.01442	Chaperone protein DnaJ	dnaJ
31.41946	31.56411	31.72684	31.39759	31.49957	31.83775	Glutamate 5-kinase	proB
30.6453	30.72395	30.64916	30.53102	30.45258	30.50975	Fructose-bisphosphate aldolase class 1	fbaB
27.88064	28.64165	28.29338	28.2369	28.43344	28.56569	Translocation and assembly module TamA	tamA
30.64289	30.45071	30.6489	30.25946	30.54913	30.20362	AMP nucleosidase	amn
27.79235	27.662	27.77448	27.74079	27.89718	27.80931	DNA recombination protein RmuC	rmuC
31.9315	32.26148	32.13507	31.80444	32.11204	32.59693	Xaa-Pro aminopeptidase	pepP
28.08309	28.40864	28.14506	28.20144	28.54823	28.24082	Biotin sulfoxide reductase	bisC
31.2419	31.22539	31.11222	31.09396	31.28306	31.34879	ATP-dependent RNA helicase SrmB	srmB
27.6801	27.79544	27.4073	27.47877	27.87859	27.98983	ATP-dependent DNA helicase RecG	recG
28.76566	28.6633	28.60265	28.57174	28.7939	28.80261	Protein AsmA	asmA
27.67909	27.73383	28.59765	28.27048	28.62206	28.93857	Uncharacterized protein YddB	yddB
25.11835	25.48148	24.39349	24.91351	24.28637	22.72461	Multidrug resistance protein MdtF	mdtF
33.14587	33.48556	33.31081	33.24884	33.50675	33.51277	Glucose-1-phosphate thymidylyltransferase 1	rmlA1
29.81228	29.7809	29.58196	29.38632	29.22244	29.3713	Putative glycosyltransferase WbbK	wbbK
29.45142	29.68122	29.60139	29.87228	30.01039	29.6373	Chromosome partition protein MukF	mukF
32.98831	33.10207	32.99931	32.8501	32.94519	32.9044	Protein YdgH	ydgH
30.1683	30.19143	29.31123	28.44383	27.16317	27.41764	Protein lysine acetyltransferase Pka	pka
31.69963	31.59517	31.47179	31.82707	32.13626	32.25333	Oligopeptide transport ATP-binding protein OppF	oppF
31.26215	31.60902	31.21042	31.7425	31.76224	31.85069	NADP-specific glutamate dehydrogenase	gdhA
31.14431	31.21709	31.66314	31.33522	31.30209	31.72968	Mannitol-1-phosphate 5-dehydrogenase	mtlD
29.65818	29.91784	29.81928	29.74663	29.86111	30.10512	Peptide chain release factor 1	prfA
33.7352	33.21019	33.53901	33.77225	33.88767	33.59	Cysteine synthase A	cysK
33.9722	33.7912	33.94306	33.67693	33.769	34.0098	Glutamine-binding periplasmic protein	glnH
30.40862	30.56629	30.10849	30.54204	30.53955	30.6288	N-acetylglucosamine repressor	nagC
30.87276	30.90232	31.12145	30.83191	31.09377	31.04791	Phosphate-binding protein PstS	pstS
31.86887	31.4353	31.85214	31.41089	31.47547	31.46592	Uncharacterized tRNA/rRNA methyltransferase YfiF	yfiF
34.13874	34.62778	34.43831	34.0975	33.93271	34.51976	"D-tagatose-1,6-bisphosphate aldolase subunit GatZ"	gatZ
30.02934	30.26316	30.23032	30.0971	30.21894	30.29724	Multidrug export protein EmrA	emrA
27.52043	27.15122	26.95316	26.27428	26.87572	27.04635	Bacteriophage N4 adsorption protein A	nfrA
28.03591	28.46576	28.12529	28.36307	28.22421	28.53493	"Alpha,alpha-trehalose-phosphate synthase [UDP-forming]"	otsA
31.26841	31.11805	30.82464	30.42762	30.16997	30.20595	"PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM;Phosphocarrier protein HPr;Phosphotransferase enzyme IIA component"	dhaM
31.04967	30.811	31.40045	30.70841	30.85668	31.03124	Uncharacterized protein YhiI	yhiI
29.24248	29.48372	29.52703	29.59073	29.33226	29.67813	Paraquat-inducible protein B	pqiB
30.70331	30.61026	30.80624	30.59868	30.38679	30.73312	L-fucose isomerase	fucI
32.1262	32.07683	31.89912	32.14677	32.14492	32.27686	Ribonucleoside-diphosphate reductase 1 subunit beta	nrdB
29.0469	28.70253	28.88911	27.96895	27.60901	28.0608	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT	preT
26.0748	27.89313	27.40755	28.02543	28.15054	28.27662	Gamma-aminobutyraldehyde dehydrogenase	prr
36.24381	36.05983	35.95133	35.94731	35.74943	35.79597	30S ribosomal protein S7	rpsG
30.71539	30.86887	30.63053	30.25203	30.41407	30.63884	Glutathione synthetase	gshB
29.46793	29.68649	29.8918	29.90799	29.38161	29.76188	Porphobilinogen deaminase	hemC
31.46587	31.86012	32.04876	31.72412	31.98063	31.96592	NAD(P) transhydrogenase subunit alpha	pntA
33.65768	33.49834	33.58172	33.06412	32.94208	33.3919	Acetate kinase	ackA
32.71851	32.88161	32.71721	32.75537	32.8394	32.82713	D-amino acid dehydrogenase	dadA
30.4334	30.8467	30.59014	30.51644	30.43151	30.14151	Glucose-1-phosphate adenylyltransferase	glgC
33.76841	33.64656	34.01189	33.93201	33.74375	34.03001	2-dehydro-3-deoxyphosphooctonate aldolase	kdsA
34.3851	34.50782	34.38709	34.29837	34.35973	34.18741	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"	dapD
32.12543	31.92907	31.84704	32.04322	31.62801	32.09393	PhoH-like protein	ybeZ
32.92642	32.99338	33.27378	33.21354	33.11229	33.26038	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	accD
30.56065	30.93944	30.67329	30.72297	31.00905	31.05142	Iron uptake system component EfeO	efeO
33.41059	33.58363	33.27656	33.47424	33.50178	33.55876	Ribosome-binding ATPase YchF	ychF
32.70364	32.86789	33.00845	32.85625	32.99712	33.13971	Delta-aminolevulinic acid dehydratase	hemB
31.9243	32.12325	32.33743	32.0768	32.03354	32.20108	Bifunctional protein GlmU;UDP-N-acetylglucosamine pyrophosphorylase;Glucosamine-1-phosphate N-acetyltransferase	glmU
33.03807	33.02505	32.78922	32.99233	32.80346	33.03482	Inositol-1-monophosphatase	suhB
35.9899	36.01476	36.24541	36.16809	36.13583	35.97852	Alkyl hydroperoxide reductase subunit C	ahpC
30.19084	29.88774	29.97378	29.57432	29.66635	29.91983	Magnesium and cobalt efflux protein CorC	corC
33.37438	33.45121	33.52578	33.20152	33.28898	33.4021	Septum site-determining protein MinD	minD
30.82305	30.95463	31.34122	31.1508	31.2509	31.51329	Nitrogen regulation protein NR(I)	glnG
29.84257	29.39699	30.29494	29.27992	29.4058	29.90742	Trk system potassium uptake protein TrkA	trkA
27.97438	28.83521	28.54407	28.26874	28.53801	28.81072	Periplasmic trehalase	treA
29.75568	30.04296	29.85073	30.25755	29.97569	30.14904	Phosphoribosylamine--glycine ligase	purD
26.71476	27.81513	26.82323	26.7748	26.42552	27.99183	Gamma-glutamyltranspeptidase;Gamma-glutamyltranspeptidase large chain;Gamma-glutamyltranspeptidase small chain	ggt
31.11502	30.83763	30.93509	31.01305	30.67489	30.91185	Glucose-1-phosphatase	agp
30.6656	30.9315	30.99125	30.9982	30.96003	31.15122	tRNA/tmRNA (uracil-C(5))-methyltransferase	trmA
31.17236	31.37746	31.37669	31.48779	31.28835	31.33735	Mannonate dehydratase	uxuA
30.62793	31.2603	30.8479	30.81352	31.01345	31.27147	Riboflavin biosynthesis protein RibD;Diaminohydroxyphosphoribosylaminopyrimidine deaminase;5-amino-6-(5-phosphoribosylamino)uracil reductase	ribD
29.89851	29.49005	30.19366	29.72117	29.6313	29.77897	Cell division protein FtsN	ftsN
31.60788	31.89001	31.71108	31.7973	32.01694	31.89204	Pantothenate synthetase	panC
27.48201	27.98109	27.27968	26.80563	26.88145	26.98794	Ribosome-associated ATPase	rbbA
27.93185	27.91707	27.77247	28.83403	29.59785	29.41943	Sulfite reductase [NADPH] flavoprotein alpha-component	cysJ
30.1517	29.76089	30.37865	30.20862	30.29472	30.50389	Uncharacterized oxidoreductase YhhX	yhhX
30.48106	30.42742	30.90813	30.75756	30.71522	30.46441	Lipid A export ATP-binding/permease protein MsbA	msbA
28.71247	28.72202	29.4506	28.82326	29.05422	29.27333	Long-chain-fatty-acid--CoA ligase	fadD
31.06079	31.30498	31.36489	30.74327	31.06593	31.0553	Aldehyde reductase YahK	yahK
31.56701	31.57705	31.76643	32.01833	32.09472	32.04052	Uncharacterized protein YncE	yncE
30.97028	31.09622	30.99382	31.20105	30.95733	31.0604	Uncharacterized sulfatase YdeN	ydeN
27.83629	27.20387	27.84625	26.99701	26.7226	27.17141	Fatty acid oxidation complex subunit alpha;Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase;3-hydroxyacyl-CoA dehydrogenase	fadJ
30.82858	30.55344	31.00678	24.9218	28.27039	23.17364	L-asparaginase 2	ansB
33.42054	33.87133	33.71323	33.81421	33.92309	33.72131	Maltoporin	lamB
27.51721	26.72676	27.5238	28.10149	27.86561	28.38332	Ferrienterobactin receptor	fepA
31.33612	31.33063	31.12078	31.28664	30.97117	31.20769	UDP-glucose 4-epimerase	galE
36.068	36.16026	36.19262	36.30095	36.27954	35.98465	30S ribosomal protein S2	rpsB
31.99614	32.31848	32.14513	31.67046	32.38736	32.16552	Outer membrane protein assembly factor BamC	bamC
30.58397	30.1116	29.74336	29.97227	29.49192	29.76839	Cyclopropane-fatty-acyl-phospholipid synthase	cfa
31.84924	31.83443	31.75986	31.53821	31.51126	31.60858	UTP--glucose-1-phosphate uridylyltransferase	galF
28.4862	27.7145	28.18693	27.46614	28.06999	28.43456	DNA primase	dnaG
30.21153	30.36713	30.4611	30.30921	30.30247	30.58038	Protein HemY	hemY
29.71908	29.6166	29.74906	29.2814	29.35344	29.74846	Glucarate dehydratase	gudD
28.20532	27.91308	27.89163	27.86709	27.90271	27.97755	Nitrate/nitrite sensor protein NarX	narX
32.6953	32.8699	32.95839	32.92438	33.11404	33.07502	Spermidine/putrescine-binding periplasmic protein	potD
30.21709	30.15098	30.14771	30.02062	30.25552	30.61526	Phosphoethanolamine transferase EptC	eptC
29.14309	29.11726	29.28813	28.38088	28.79609	28.89253	DNA topoisomerase 3	topB
27.34799	27.54701	27.24045	27.50681	27.64581	27.72045	Deoxyguanosinetriphosphate triphosphohydrolase	dgt
29.32886	28.99405	28.8788	28.72426	28.29938	28.61565	Cell shape-determining protein MreC	mreC
31.06689	31.27603	31.21732	30.98176	30.87738	31.44006	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"	murE
32.06198	31.81287	31.6798	31.97606	31.88347	31.99722	Phosphoserine aminotransferase	serC
29.142	29.30239	29.41913	29.20751	29.43926	29.42826	Cell division protein FtsP	ftsP
29.20762	28.83232	28.51431	25.45595	25.65813	27.403	Uncharacterized protein YjjI	yjjI
25.42438	25.41222	25.80065	24.90866	26.12536	26.32005	Uncharacterized protein YhjG	yhjG
31.24644	31.25873	32.10362	31.80112	31.93227	31.73138	Glyoxylate/hydroxypyruvate reductase B	ghrB
28.10189	28.65157	27.8896	28.15755	28.52275	29.05954	Aldehyde dehydrogenase B	aldB
30.72826	30.84939	30.6227	30.47073	30.08626	30.66983	D-galactarate dehydratase	garD
30.02314	30.25507	30.11954	30.13198	29.99402	30.03996	N-methyl-L-tryptophan oxidase	solA
33.27253	33.38201	33.2998	33.23378	33.07414	33.17915	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	fkpA
28.12539	28.51183	28.46486	28.30287	28.565	28.85626	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD
34.5806	34.45256	34.59924	34.2023	34.27337	34.4599	GMP reductase	guaC
35.39917	35.5513	35.56115	35.87002	35.90851	35.91896	50S ribosomal protein L4	rplD
33.75911	33.51536	33.30185	33.51536	33.41248	33.37917	ADP-L-glycero-D-manno-heptose-6-epimerase	hldD
31.4346	31.41569	31.4588	31.39126	31.45831	31.75903	Maltose/maltodextrin import ATP-binding protein MalK	malK
